tau,SCS,OSQP,COSMO
82.77856966198476,1.0,1.0,0.945
83.54528058382867,1.0,1.0,0.945
84.31909292866256,1.0,1.0,0.945
85.10007247122246,1.0,1.0,0.945
85.88828559546249,1.0,1.0,0.945
86.68379930019779,1.0,1.0,0.945
87.4866812047991,1.0,1.0,0.945
88.29699955494087,1.0,1.0,0.945
89.11482322840202,1.0,1.0,0.945
89.94022174092044,1.0,1.0,0.945
90.77326525210228,1.0,1.0,0.945
91.61402457138516,1.0,1.0,0.945
92.46257116405738,1.0,1.0,0.945
93.31897715733238,1.0,1.0,0.945
94.18331534647952,1.0,1.0,0.945
95.05565920101196,1.0,1.0,0.945
95.93608287093141,1.0,1.0,0.945
96.82466119303123,1.0,1.0,0.945
97.72146969725725,1.0,1.0,0.945
98.6265846131282,1.0,1.0,0.945
99.54008287621524,1.0,1.0,0.945
100.46204213468131,1.0,1.0,0.945
101.39254075588153,1.0,1.0,0.945
102.3316578330245,1.0,1.0,0.945
103.27947319189515,1.0,1.0,0.945
104.23606739764011,1.0,1.0,0.945
105.20152176161591,1.0,1.0,0.945
106.17591834830002,1.0,1.0,0.945
107.15933998226711,1.0,1.0,0.945
108.15187025522881,1.0,1.0,0.945
109.1535935331391,1.0,1.0,0.945
110.16459496336569,1.0,1.0,0.945
111.1849604819271,1.0,1.0,0.945
112.21477682079802,1.0,1.0,0.945
113.25413151528114,1.0,1.0,0.945
114.30311291144787,1.0,1.0,0.945
115.36181017364785,1.0,1.0,0.945
116.43031329208767,1.0,1.0,0.945
117.50871309048075,1.0,1.0,0.945
118.59710123376694,1.0,1.0,0.945
119.69557023590428,1.0,1.0,0.945
120.8042134677329,1.0,1.0,0.945
121.92312516491107,1.0,1.0,0.945
123.05240043592616,1.0,1.0,0.945
124.19213527017834,1.0,1.0,0.945
125.34242654613995,1.0,1.0,0.945
126.50337203959037,1.0,1.0,0.945
127.67507043192657,1.0,1.0,0.945
128.8576213185518,1.0,1.0,0.945
130.05112521734085,1.0,1.0,0.945
131.25568357718427,1.0,1.0,0.945
132.47139878661176,1.0,1.0,0.945
133.69837418249466,1.0,1.0,0.945
134.93671405883066,1.0,1.0,0.945
136.18652367560813,1.0,1.0,0.945
137.44790926775366,1.0,1.0,0.945
138.7209780541621,1.0,1.0,0.945
